,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
74,0.7400000000000004,"(60.75, 7.65, 47.19)","(36.45, -13.05, 64.372)","(3.75, -20.1, 32.67)","(35.25, 18.15, 61.952)","(28.5, 9.3, 68.486)","(1.65, -6.75, 25.894)","(-2.1, -8.25, 43.318)","(9.3, -8.4, 29.524)","(1.95, -18.75, 33.154)"
75,0.7500000000000004,"(56.4, 7.35, 49.61)","(34.8, -13.8, 65.582)","(4.5, -21.45, 26.862)","(35.4, 13.35, 58.564)","(30.45, 6.75, 70.422)","(3.15, -4.35, 26.862)","(-1.65, -8.25, 43.076)","(8.85, -9.6, 30.008)","(0.9, -19.2, 36.058)"
76,0.7600000000000005,"(58.5, 7.65, 50.82)","(35.25, -13.35, 64.372)","(1.5, -13.95, 26.136)","(35.55, 15.6, 58.322)","(30.9, 7.5, 72.6)","(3.3, -5.85, 29.524)","(-2.85, -8.7, 40.414)","(10.5, -8.55, 27.83)","(1.05, -18.15, 30.976)"
77,0.7700000000000005,"(57.3, 10.05, 46.706)","(36.15, -13.8, 65.824)","(2.85, -15.15, 31.944)","(36.75, 12.45, 54.208)","(30.6, 6.3, 69.938)","(2.85, -6.15, 28.314)","(-2.85, -8.1, 40.414)","(9.9, -7.5, 28.798)","(3.3, -20.85, 35.574)"
78,0.7800000000000005,"(56.55, 11.7, 47.432)","(35.1, -13.65, 65.098)","(2.25, -17.7, 31.218)","(35.4, 15.6, 60.984)","(31.05, 7.05, 70.422)","(1.95, -4.5, 28.072)","(-3.15, -8.1, 41.382)","(9.0, -9.6, 29.766)","(3.3, -20.1, 31.944)"
79,0.7900000000000005,"(61.5, 9.6, 48.4)","(35.55, -12.15, 65.098)","(6.6, -18.0, 23.716)","(37.5, 19.8, 64.614)","(34.05, 7.2, 70.422)","(1.95, -4.65, 25.168)","(-3.9, -7.35, 42.592)","(8.7, -10.2, 29.766)","(3.45, -19.2, 36.3)"
80,0.8000000000000005,"(53.4, 7.95, 47.674)","(36.3, -13.8, 64.13)","(2.1, -15.75, 30.492)","(33.45, 14.1, 59.774)","(30.3, 8.85, 72.842)","(1.8, -6.9, 29.04)","(-3.6, -7.65, 40.898)","(7.35, -9.15, 30.25)","(3.15, -20.1, 32.67)"
81,0.8100000000000005,"(57.3, 10.95, 49.852)","(34.5, -13.05, 65.582)","(0.0, -14.4, 26.378)","(28.95, 14.55, 56.144)","(29.55, 7.8, 71.39)","(1.65, -6.0, 27.588)","(-2.4, -8.25, 42.108)","(10.2, -9.0, 30.008)","(1.95, -19.65, 34.364)"
82,0.8200000000000005,"(58.05, 10.8, 45.254)","(36.15, -13.35, 63.888)","(1.5, -17.1, 25.652)","(37.35, 17.7, 60.742)","(32.55, 10.5, 70.664)","(2.1, -5.4, 24.684)","(-1.8, -9.0, 41.866)","(8.7, -10.05, 30.25)","(1.95, -19.5, 30.976)"
83,0.8300000000000005,"(56.1, 8.1, 49.126)","(36.0, -12.45, 64.856)","(1.95, -15.75, 32.67)","(37.95, 18.3, 58.08)","(28.95, 7.8, 71.874)","(1.65, -5.7, 28.314)","(-3.75, -8.4, 41.14)","(8.1, -9.15, 30.008)","(2.85, -19.65, 34.364)"
